name,comnum,company,display,clevel,cpu,cpu2,cpu3,os,memory,ssd,weight,glevel,graphic,price
레노버 요가 Slim7 Carbon13ITL5 82EV0033KR,1,레노버,13,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),8,256,1,1,Iris Xe,930020
레노버 게이밍 3 15ACH R5 3050Ti,1,레노버,15.6,3,AMD,라이젠5-4세대,5600H ,미포함(프리도스),8,256,2.25,4,RTX3050Ti,1000000
레노버 아이디어패드 Slim5-14ITL 5W M16,1,레노버,14,3,인텔,코어i5-11세대,i5-1135G7 ,윈도우10,16,256,1.39,2,MX450,938960
HP 파빌리온 15-eg1121TU 16GB램,1,HP,15.6,4,인텔,코어i7-11세대,i7-1195G7 ,미포함(프리도스),16,256,1.74,1,Iris Xe,931530
MSI 모던시리즈 모던14 B5M-R7 32GB램,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,미포함(프리도스),32,512,1.3,1,Radeon Graphics,919590
MSI 모던시리즈 모던14 B5M-R7 WIN10 16GB램,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,윈도우10,16,1000,1.3,1,Radeon Graphics,983240
MSI 모던시리즈 모던14 B5M-R7 WIN10,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,윈도우10,8,1000,1.3,1,Radeon Graphics,958790
ASUS 젠북 13 OLED UM325UAZ-KG005,1,ASUS,13.3,4,AMD,라이젠7-4세대,5700U ,미포함(프리도스),16,512,1.14,1,Radeon Graphics,927500
레노버 요가 BOOK C930 ZA3S0026KR,1,레노버,10.9,0,인텔,코어i5-7세대,i5-7Y54 ,윈도우10,4,256,0.7,0,HD Graphics,990000
MSI GF시리즈 GF63 Thin 10SC-i5 비전 WIN10,1,MSI,15.6,2,인텔,코어i5-10세대,i5-10500H ,윈도우10,8,256,1.77,3,GTX1650,927180
MSI 써밋 B14 A11M,1,MSI,14,4,인텔,코어i7-11세대,i7-1165G7 ,미포함(프리도스),16,512,1.3,1,Iris Xe,939990
MSI GF시리즈 Sword GF66 A11SC-i5 화이트 16GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,미포함(프리도스),16,512,2.25,3,GTX1650,997440
MSI 모던시리즈 모던14 B11MOU-i7 WIN10 16GB램,1,MSI,14,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,512,1.3,1,Iris Xe,918060
레노버 게이밍 3i 15IHU i5 3050Ti,1,레노버,15.6,3,인텔,코어i5-11세대,i5-11300H,미포함(프리도스),8,256,2.2,4,RTX3050Ti,996000
MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,윈도우10,8,512,2.25,3,GTX1650,996710
ASUS 비보북 S15 S533EQ-BN174,1,ASUS,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),8,512,1.8,2,MX450,977160
MSI GF시리즈 GF63 Thin 10SC-i5 비전 16GB램,1,MSI,15.6,2,인텔,코어i5-10세대,i5-10500H ,미포함(프리도스),16,256,1.77,3,GTX1650,953350
MSI 프레스티지 14 EVO A11M-i7 W10,1,MSI,14,4,인텔,코어i7-11세대,i7-1185G7 ,윈도우10,16,512,1.29,1,Iris Xe,999000
레노버 게이밍 3 15ACH R5 3050 W10,1,레노버,15.6,3,AMD,라이젠5-4세대,5600H ,윈도우10,8,256,2.25,4,RTX3050,924000
MSI 모던시리즈 모던15 A11M-i5 카본 그레이 WIN10 16GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,윈도우10,16,512,1.6,1,Iris Xe,905210
MSI 모던시리즈 모던14 B5M-R5 WIN10 32GB램,1,MSI,14,3,AMD,라이젠5-4세대,5500U ,윈도우10,32,512,1.3,1,Radeon Graphics,913990
레노버 아이디어패드 Slim5-15ITL Premiere i7,1,레노버,15.6,4,인텔,코어i7-11세대,i7-1165G7 ,미포함(프리도스),8,256,1.69,2,MX450,959000
레노버 플렉스 5 14ALC R7 W10,1,레노버,14,4,AMD,라이젠7-4세대,5700U ,윈도우10,8,256,1.53,1,Radeon Graphics,969030
MSI GF시리즈 GF63 Thin 10SC-i5 비전,1,MSI,15.6,2,인텔,코어i5-10세대,i5-10500H ,미포함(프리도스),8,512,1.77,3,GTX1650,991710
MSI 모던시리즈 모던15 A11M-i5 카본 그레이,1,MSI,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),8,2000,1.6,1,Iris Xe,998270
MSI 모던시리즈 모던15 A11M-i5 카본 그레이 16GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),16,1000,1.6,1,Iris Xe,902390
MSI 모던시리즈 모던14 B5M-R5 WIN10,1,MSI,14,3,AMD,라이젠5-4세대,5500U ,윈도우10,8,512,1.3,1,Radeon Graphics,984990
MSI 모던시리즈 모던15 A11M-i5 카본 그레이 32GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),32,512,1.6,1,Iris Xe,907090
MSI 모던시리즈 모던14 B11M-i5 카본 그레이 32GB램,1,MSI,14,3,인텔,코어i5-11세대,i5-1155G7 ,미포함(프리도스),32,512,1.3,1,Radeon Graphics,907930
삼성전자 2021 갤럭시북 NT750XDZ-A51A WIN10,2,삼성전자,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,윈도우10,16,256,1.55,1,Iris Xe,1029350
ASUS 비보북 프로 15 K3500PC-KJ153,1,ASUS,15.6,3,인텔,코어i5-11세대,i5-11300H,미포함(프리도스),16,256,1.65,4,RTX3050,1099000
DELL 인스피론 15 5510 DN5510-UB07KR,1,DELL,15.6,4,인텔,코어i7-11세대,i7-11390H ,리눅스(우분투),16,512,1.63,2,MX450,1099000
MSI 모던시리즈 모던14 B5M-R7 WIN10 32GB램,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,윈도우10,32,512,1.3,1,Radeon Graphics,1080990
레노버 게이밍 3 15ACH R5 3050Ti,1,레노버,15.6,3,AMD,라이젠5-4세대,5600H ,미포함(프리도스),8,256,2.25,4,RTX3050Ti,1000000
레노버 아이디어패드 Slim5 Pro 14ITL6 82L3004PKR,1,레노버,14,4,인텔,코어i7-11세대,i7-1165G7 ,미포함(프리도스),16,512,1.45,2,MX450,1049000
MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10 16GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,윈도우10,16,512,2.25,3,GTX1650,1018390
MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10 32GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,윈도우10,32,512,2.25,3,GTX1650,1092490
MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10 32GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,윈도우10,32,512,2.25,3,GTX1650,1063720
MSI 모던시리즈 모던14 B5M-R7 32GB램,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,미포함(프리도스),32,1000,1.3,1,Radeon Graphics,1099790
MSI 모던시리즈 모던14 B5M-R7,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,미포함(프리도스),8,2000,1.3,1,Radeon Graphics,1080990
레노버 요가 Slim7 Carbon13ITL5 82EV0034KR,1,레노버,13,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),16,512,1,1,Iris Xe,1048990
ASUS 젠북 13 OLED UM325UAZ-KG004,1,ASUS,13.3,3,AMD,라이젠5-4세대,5500U ,미포함(프리도스),16,512,1.14,1,Radeon Graphics,1098000
MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10 16GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,윈도우10,16,512,2.25,3,GTX1650,1025980
MSI GF시리즈 Sword GF66 A11SC-i5 블랙 16GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,미포함(프리도스),16,512,2.25,3,GTX1650,1033960
레노버 요가 Slim7-14ARE 05 R7,1,레노버,14,4,AMD,라이젠7-3세대,4700U ,윈도우10,16,512,1.39,1,Radeon Graphics,1006040
MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,윈도우10,8,512,2.25,3,GTX1650,1016400
레노버 플렉스 5 14ALC R7 PRO W10,1,레노버,14,4,AMD,라이젠7-4세대,5700U ,윈도우10,16,256,1.53,1,Radeon Graphics,1049000
MSI GF시리즈 Sword GF66 A11SC-i5 화이트 32GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,미포함(프리도스),32,512,2.25,3,GTX1650,1033580
MSI GF시리즈 GF63 Thin 10SC-i5 WIN10 16GB램,1,MSI,15.6,2,인텔,코어i5-10세대,i5-10300H ,윈도우10,16,512,1.77,3,GTX1650,1018080
MSI GF시리즈 Sword GF66 A11SC-i5 화이트,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,미포함(프리도스),8,1000,2.25,3,GTX1650,1024030
MSI 프레스티지 14 EVO A11M-i5,1,MSI,14,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),16,512,1.29,1,Iris Xe,1049000
MSI GF시리즈 Sword GF66 A11SC-i5 블랙,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,미포함(프리도스),8,1000,2.25,3,GTX1650,1060050
MSI GF시리즈 GF63 Thin 10SC-i5 비전 WIN10 16GB램,1,MSI,15.6,2,인텔,코어i5-10세대,i5-10500H ,윈도우10,16,256,1.77,3,GTX1650,1021560
MSI 모던시리즈 모던15 A11M 카본 그레이 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-1195G7 ,미포함(프리도스),16,512,1.6,1,Iris Xe,1029990
MSI 모던시리즈 모던14 B11M-i7 카본 그레이 WIN10 32GB램,1,MSI,14,4,인텔,코어i7-11세대,i7-1195G7 ,윈도우10,32,512,1.3,1,Radeon Graphics,1073370
MSI 모던시리즈 모던15 A11M 카본 그레이 WIN10 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-1195G7 ,윈도우10,16,512,1.6,1,Iris Xe,1090390
MSI 모던시리즈 모던14 B5M-R5 64GB램,1,MSI,14,3,AMD,라이젠5-4세대,5500U ,미포함(프리도스),64,512,1.3,1,Radeon Graphics,1030000
MSI 프레스티지 14 A10SC 화이트 에디션,1,MSI,14,3,인텔,코어i7-10세대,i7-10710U ,1920x1080(FHD),16,512,1.29,3,GTX1650,1100000
MSI GL시리즈 GL65 Leopard 10SDK,1,MSI,15.6,3,인텔,코어i7-10세대,i7-10750H ,미포함(프리도스),8,512,2.3,4,GTX1660 Ti,1060000
ASUS TUF Gaming F15 FX506HM-HN130,1,ASUS,15.6,3,인텔,코어i5-11세대,i5-11400H ,미포함(프리도스),8,512,2.3,5,RTX3060,1199000
APPLE 2020 맥북에어 MGN93KH/A,1,APPLE,13.3,5,애플(ARM),실리콘 M1,APL1102,macOS Big Sur,8,256,1.29,3,M1 7 core,1171790
APPLE 2020 맥북에어 MGN63KH/A,1,APPLE,13.3,5,애플(ARM),실리콘 M1,APL1102,macOS Big Sur,8,256,1.29,3,M1 7 core,1144180
레노버 아이디어패드 Slim5 Pro 16ACH6 R5 3050,1,레노버,16,3,AMD,라이젠5-4세대,5600H ,미포함(프리도스),16,512,1.94,4,RTX3050,1198000
LG전자 2021 그램14 14ZD90P-GX50K WIN10,2,LG전자,14,3,인텔,코어i5-11세대,i5-1135G7 ,윈도우10,8,256,1,1,Iris Xe,1198490
레노버 게이밍 3 15ACH R7 3050Ti,1,레노버,15.6,4,AMD,라이젠7-4세대,5800H,미포함(프리도스),8,256,2.25,4,RTX3050Ti,1138000
삼성전자 2021 갤럭시북 NT750XDZ-A51A WIN10,2,삼성전자,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,윈도우10,16,256,1.55,1,Iris Xe,1101280
MSI GF시리즈 Sword GF66 A11UD 블랙,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),8,512,2.25,4,RTX3050Ti,1180000
삼성전자 2021 갤럭시북 NT750XDZ-A71A,2,삼성전자,15.6,4,인텔,코어i7-11세대,i7-1165G7 ,미포함(프리도스),16,512,1.55,1,Iris Xe,1121250
MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10 16GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,윈도우10,16,1000,2.25,3,GTX1650,1137310
ASUS 젠북 UM425QA-KI064,1,ASUS,14,4,AMD,라이젠7-4세대,5800H ,미포함(프리도스),16,512,1.3,1,Radeon Graphics,1152010
MSI GF시리즈 Sword GF66 A11SC-i7 블랙 WIN10 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.25,3,GTX1650,1199030
MSI GF시리즈 Sword GF76 A11SC 화이트 16GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,512,2.6,3,GTX1650,1188990
레노버 게이밍 3 15ACH R5 3060 PRO,1,레노버,15.6,3,AMD,라이젠5-4세대,5600H ,미포함(프리도스),8,256,2.25,5,RTX3060,1195000
레노버 아이디어패드 Slim5-15ITL Premiere Plus i7 WIN10,1,레노버,15.6,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,256,1.69,2,MX450,1139000
MSI 모던시리즈 모던14 B5M-R7 64GB램,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,미포함(프리도스),64,512,1.3,1,Radeon Graphics,1137390
MSI 모던시리즈 모던14 B5M-R7 WIN10,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,윈도우10,8,2000,1.3,1,Radeon Graphics,1165590
레노버 요가 Slim7 Carbon13ITL5 82EV004LKR,1,레노버,13,3,인텔,코어i5-11세대,i5-1135G7 ,윈도우10,16,512,1,1,Iris Xe,1148990
HP 17s-cu0021TU WIN10 16GB램,1,HP,17.3,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,500,2.38,1,Iris Xe,1190000
MSI GF시리즈 Sword GF76 A11SC 블랙 16GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,512,2.6,3,GTX1650,1188990
MSI 크리에이터 15M A10SE-i7,1,MSI,15.6,3,인텔,코어i7-10세대,i7-10750H ,미포함(프리도스),16,512,1.86,5,RTX2060,1150000
MSI 프레스티지 14 A11SCX 카본 그레이,1,MSI,14,4,인텔,코어i7-11세대,i7-1185G7 ,미포함(프리도스),16,512,1.29,3,GTX1650,1149000
MSI GF시리즈 Sword GF66 A11UD 화이트,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),8,512,2.25,4,RTX3050Ti,1170000
MSI GF시리즈 GF63 Thin 11UC,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),8,512,1.77,4,RTX3050,1140000
MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10 16GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,윈도우10,16,1000,2.25,3,GTX1650,1182250
MSI GF시리즈 Sword GF66 A11SC-i7 블랙 WIN10,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,8,512,2.25,3,GTX1650,1124540
MSI GF시리즈 Sword GF66 A11SC-i7 블랙 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,512,2.25,3,GTX1650,1156190
MSI GF시리즈 Sword GF76 A11SC 화이트,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),8,512,2.6,3,GTX1650,1198990
MSI GF시리즈 Sword GF76 A11SC 블랙,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),8,512,2.6,3,GTX1650,1198780
MSI GF시리즈 Sword GF66 A11SC-i7 블랙,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),8,512,2.25,3,GTX1650,1149000
삼성전자 갤럭시북 프로 NT950XDY-A51A WIN10,2,삼성전자,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,윈도우10,16,256,1.05,1,Iris Xe,1203230
ASUS 비보북 프로 15 K3500PC-KJ153,1,ASUS,15.6,3,인텔,코어i5-11세대,i5-11300H ,미포함(프리도스),16,1000,1.65,4,RTX3050,1216600
삼성전자 갤럭시북 프로 NT950XDX-G51A WIN10,2,삼성전자,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,윈도우10,16,256,1.15,2,MX450,1245890
ASUS TUF Dash F15 FX517ZC-HN005 16GB램,1,ASUS,15.6,4,인텔,코어i5-12세대,i5-12450H ,미포함(프리도스),16,512,2,4,RTX3050,1291940
ASUS ROG STRIX G15 G513RC-HN015,1,ASUS,15.6,4,AMD,라이젠7-5세대,6800H ,미포함(프리도스),8,512,2.1,4,RTX3050,1299000
삼성전자 갤럭시북 프로 NT950XDY-A51A,2,삼성전자,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),16,256,1.05,1,Iris Xe,1289900
삼성전자 갤럭시북 프로 NT950XDX-G51A,2,삼성전자,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),16,256,1.15,2,MX450,1272050
APPLE 2020 맥북에어 MGND3KH/A,1,APPLE,13.3,5,애플(ARM),실리콘 M1,APL1102,macOS Big Sur,8,256,1.29,3,M1 7 core,1259990
MSI GF시리즈 GF63 Thin 11UC WIN10 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,1.77,4,RTX3050,1283190
MSI GF시리즈 Sword GF66 A11UC 화이트 WIN10 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.25,4,RTX3050,1290000
삼성전자 갤럭시북 프로 NT930XDY-A51A,2,삼성전자,13.3,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),16,256,1.15,1,Iris Xe,1290000
MSI GF시리즈 Sword GF66 A11SC-i7 블랙 WIN10 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,1000,2.25,3,GTX1650,1299430
레노버 아이디어패드 Slim5 Pro16IHU6 Superb i7,1,레노버,16,4,인텔,코어i7-11세대,i7-11370H ,미포함(프리도스),16,512,1.9,2,MX450,1249000
MSI 모던시리즈 모던14 B5M-R7 32GB램,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,미포함(프리도스),32,1000,1.3,1,Radeon Graphics,1231390
레노버 플렉스 5 14ALC R5 W10,1,레노버,14,3,AMD,라이젠5-4세대,5500U ,윈도우10,8,256,1.53,1,Radeon Graphics,1247000
MSI 모던시리즈 모던14 B5M-R7 WIN10 64GB램,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,윈도우10,64,512,1.3,1,Radeon Graphics,1259590
MSI 모던시리즈 모던14 B5M-R7 WIN10 32GB램,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,윈도우10,32,1000,1.3,1,Radeon Graphics,1278390
MSI GF시리즈 Sword GF76 A11UD 블랙,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),8,512,2.6,4,RTX3050Ti,1298950
레노버 아이디어패드 Slim5-15ITL Premiere Plus i5 WIN10,1,레노버,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,윈도우10,16,256,1.69,2,MX450,1290000
MSI GF시리즈 Sword GF76 A11SC 블랙 WIN10 16GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.6,3,GTX1650,1227990
MSI 모던시리즈 모던15 A11M 카본 그레이 WIN10 32GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-1195G7 ,윈도우10,32,512,1.6,1,Iris Xe,1203190
MSI GF시리즈 Sword GF66 A11SC-i5 블랙 WIN10 32GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,윈도우10,32,1000,2.25,3,GTX1650,1256580
레노버 요가 Slim7 Carbon13ITL5 82EV005TKR,1,레노버,13,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,512,1,1,Iris Xe,1248960
MSI GF시리즈 Sword GF76 A11SC 화이트 WIN10,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,8,512,2.6,3,GTX1650,1218990
MSI GF시리즈 Sword GF76 A11SC 화이트 WIN10 16GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.6,3,GTX1650,1228900
MSI 써밋 E14 A11SCST,1,MSI,14,4,인텔,코어i7-11세대,i7-1185G7 ,미포함(프리도스),16,1000,1.32,3,GTX1650 Ti,1299000
MSI GF시리즈 Sword GF76 A11UC 블랙,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),8,512,2.6,4,RTX3050,1290000
MSI GF시리즈 Sword GF66 A11SC-i5 화이트 WIN10 32GB램,1,MSI,15.6,3,인텔,코어i5-11세대,i5-11400H ,윈도우10,32,1000,2.25,3,GTX1650,1257520
MSI GF시리즈 Sword GF66 A11SC-i7 블랙 WIN10 32GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,512,2.25,3,GTX1650,1230240
MSI GF시리즈 GF63 Thin 11UC WIN10,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,8,512,1.77,4,RTX3050,1237480
